run,time_hr,glucose,remote_insulin,insulin,baseline_command,requested_command,delivered_command,disturbance,attack_active,attack_name,blocked,mode,reason
attacked_mismatch_only,0.166667,277.617183,0.002586648,10.443332,15.925000,15.925000,15.925000,0.000000,0,,0,NORMAL,
attacked_mismatch_only,0.333333,265.499679,0.008238674,17.354270,16.804464,16.804464,16.804464,0.000000,0,,0,NORMAL,
attacked_mismatch_only,0.500000,243.845537,0.014259545,19.153227,13.155785,13.155785,13.155785,0.000000,0,,0,NORMAL,
attacked_mismatch_only,0.666667,219.322361,0.018681903,17.313621,8.686728,8.686728,8.686728,0.000000,0,,0,NORMAL,
attacked_mismatch_only,0.833333,198.191161,0.021126352,15.151530,7.091207,7.091207,7.091207,0.000000,0,,0,NORMAL,
attacked_mismatch_only,1.000000,182.585517,0.022482171,14.857231,8.642142,8.642142,8.642142,0.000000,0,,0,NORMAL,
attacked_mismatch_only,1.166667,171.395093,0.023862837,16.535237,11.473125,11.473125,11.473125,0.000000,0,,0,NORMAL,
attacked_mismatch_only,1.333333,162.533926,0.025872828,19.159590,13.923009,13.923009,13.923009,0.000000,0,,0,NORMAL,
attacked_mismatch_only,1.500000,154.448072,0.028518431,21.707619,15.381235,15.381235,15.381235,0.000000,0,,0,NORMAL,
attacked_mismatch_only,1.666667,146.553552,0.031483026,23.669483,16.016211,16.016211,16.016211,0.000000,0,,0,NORMAL,
attacked_mismatch_only,1.833333,138.967202,0.034427422,25.031189,16.278151,16.278151,16.278151,0.000000,0,,0,NORMAL,
attacked_mismatch_only,2.000000,132.024910,0.037150657,26.023603,16.532042,16.532042,16.532042,0.000000,0,,0,NORMAL,
attacked_mismatch_only,2.166667,125.951369,0.039603059,26.879497,16.919311,16.919311,16.919311,0.000000,0,,0,NORMAL,
attacked_mismatch_only,2.333333,120.774693,0.041821686,27.720263,17.409779,17.409779,17.409779,0.000000,0,,0,NORMAL,
attacked_mismatch_only,2.500000,116.389994,0.043861767,28.562710,17.916803,17.916803,17.916803,0.000000,0,,0,NORMAL,
attacked_mismatch_only,2.666667,112.651180,0.045760051,29.374320,18.375247,18.375247,18.375247,0.000000,0,,0,NORMAL,
attacked_mismatch_only,2.833333,109.429249,0.047529320,30.119985,18.761654,18.761654,18.761654,0.000000,0,,0,NORMAL,
attacked_mismatch_only,3.000000,106.630381,0.049168142,30.782091,19.081635,19.081635,19.081635,0.000000,0,,0,NORMAL,
attacked_mismatch_only,3.166667,104.190502,0.050672046,31.360516,19.351293,19.351293,19.351293,0.000000,0,,0,NORMAL,
attacked_mismatch_only,3.333333,102.063337,0.052040011,31.864820,19.585321,19.585321,19.585321,0.000000,0,,0,NORMAL,
attacked_mismatch_only,3.500000,100.211099,0.053276052,32.306953,19.793100,19.793100,19.793100,0.000000,0,,0,NORMAL,
attacked_mismatch_only,3.666667,98.599884,0.054388052,32.697338,19.979469,19.979469,19.979469,0.000000,0,,0,NORMAL,
attacked_mismatch_only,3.833333,97.198437,0.055385894,33.043868,20.146825,20.146825,20.146825,0.000000,0,,0,NORMAL,
